TOA,AOA,Amp,Freq,PW
0.0750180,50.62500,-30,9351562500,0.0000010
0.0750270,50.62500,-30,9351562500,0.0000005
0.0750445,50.62500,-30,9351562500,0.0000005
0.0750540,52.03125,-30,9351562500,0.0000010
0.0750725,50.62500,-30,9351562500,0.0000005
0.0750905,50.62500,-30,9351562500,0.0000000
0.0750990,50.62500,-30,9355468750,0.0000005
0.0751080,50.62500,-30,9351562500,0.0000005
0.0751170,52.03125,-30,9355468750,0.0000005
0.0751260,50.62500,-30,9347656250,0.0000005
0.0751350,49.21875,-30,9351562500,0.0000005
0.0751440,50.62500,-30,9351562500,0.0000000
0.0751530,50.62500,-31,9351562500,0.0000005
0.0751620,50.62500,-30,9351562500,0.0000005
0.0751710,50.62500,-30,9351562500,0.0000010
0.0751800,50.62500,-30,9355468750,0.0000000
0.0751895,50.62500,-29,9355468750,0.0000005
0.0751980,50.62500,-30,9351562500,0.0000005
0.0752155,50.62500,-30,9351562500,0.0000005
0.0752250,50.62500,-30,9351562500,0.0000005
0.0752340,50.62500,-31,9347656250,0.0000005
0.0752430,49.21875,-30,9351562500,0.0000005
0.0752515,50.62500,-30,9351562500,0.0000000
0.0752610,50.62500,-30,9355468750,0.0000005
0.0752885,50.62500,-30,9351562500,0.0000005
0.0752965,50.62500,-31,9351562500,0.0000005
0.0753060,50.62500,-30,9351562500,0.0000000
0.0753150,50.62500,-29,9351562500,0.0000005
0.0753330,50.62500,-30,9351562500,0.0000005
0.0753420,50.62500,-30,9351562500,0.0000005
0.0753510,50.62500,-30,9347656250,0.0000005
0.0753600,49.21875,-30,9347656250,0.0000000
0.0753690,49.21875,-30,9351562500,0.0000005
0.0753780,49.21875,-30,9351562500,0.0000005
0.0753870,50.62500,-31,9351562500,0.0000005
0.0753960,50.62500,-30,9351562500,0.0000000
0.0754055,50.62500,-30,9351562500,0.0000005
0.0754135,50.62500,-31,9351562500,0.0000000
0.0754235,52.03125,-30,9351562500,0.0000005
0.0754320,50.62500,-30,9351562500,0.0000005
0.0754410,50.62500,-30,9351562500,0.0000005
0.0754505,50.62500,-30,9351562500,0.0000005
0.0754590,50.62500,-30,9347656250,0.0000005
0.0754680,50.62500,-30,9351562500,0.0000005
0.0754770,50.62500,-30,9351562500,0.0000005
0.0754950,50.62500,-30,9347656250,0.0000000
0.0755040,50.62500,-30,9351562500,0.0000005
0.0755220,50.62500,-30,9351562500,0.0000000
0.0755310,50.62500,-30,9351562500,0.0000005
0.0755400,50.62500,-29,9351562500,0.0000005
0.0755490,50.62500,-30,9351562500,0.0000005
0.0755575,50.62500,-30,9351562500,0.0000005
0.0755675,50.62500,-30,9351562500,0.0000005
0.0755760,50.62500,-30,9351562500,0.0000005
0.0755850,50.62500,-30,9351562500,0.0000005
0.0755940,50.62500,-30,9351562500,0.0000005
0.0756030,50.62500,-30,9355468750,0.0000005
0.0756120,50.62500,-30,9355468750,0.0000005
0.0756210,50.62500,-30,9351562500,0.0000010
0.0756295,50.62500,-30,9351562500,0.0000005
0.0756390,49.21875,-30,9347656250,0.0000005
0.0756475,50.62500,-31,9351562500,0.0000005
0.0756570,52.03125,-30,9351562500,0.0000005
0.0756660,50.62500,-30,9351562500,0.0000010
0.0756750,50.62500,-30,9351562500,0.0000005
0.0756840,50.62500,-31,9351562500,0.0000005
0.0756930,50.62500,-30,9351562500,0.0000005
