TOA,AOA,Amp,Freq,PW
0.0750000,50.62500,-30,9351562500,0.0000005
0.0750090,50.62500,-30,9351562500,0.0000005
0.0750180,50.62500,-30,9351562500,0.0000005
0.0750270,50.62500,-30,9351562500,0.0000005
0.0750360,50.62500,-30,9351562500,0.0000005
0.0750450,50.62500,-30,9351562500,0.0000005
0.0750540,50.62500,-30,9351562500,0.0000005
0.0750630,50.62500,-30,9351562500,0.0000005
0.0750720,50.62500,-30,9351562500,0.0000005
0.0750810,50.62500,-30,9351562500,0.0000005
0.0750900,50.62500,-30,9351562500,0.0000005
0.0750990,50.62500,-30,9351562500,0.0000005
0.0751080,50.62500,-30,9351562500,0.0000005
0.0751170,50.62500,-30,9351562500,0.0000005
0.0751260,50.62500,-30,9351562500,0.0000005
0.0751350,50.62500,-30,9351562500,0.0000005
0.0751440,50.62500,-30,9351562500,0.0000005
0.0751530,50.62500,-30,9351562500,0.0000005
0.0751620,50.62500,-30,9351562500,0.0000005
0.0751710,50.62500,-30,9351562500,0.0000005
0.0751800,50.62500,-30,9351562500,0.0000005
0.0751890,50.62500,-30,9351562500,0.0000005
0.0751980,50.62500,-30,9351562500,0.0000005
0.0752070,50.62500,-30,9351562500,0.0000005
0.0752160,50.62500,-30,9351562500,0.0000005
0.0752250,50.62500,-30,9351562500,0.0000005
0.0752340,50.62500,-30,9351562500,0.0000005
0.0752430,50.62500,-30,9351562500,0.0000005
0.0752520,50.62500,-30,9351562500,0.0000005
0.0752610,50.62500,-30,9351562500,0.0000005
0.0752700,50.62500,-30,9351562500,0.0000005
0.0752790,50.62500,-30,9351562500,0.0000005
0.0752880,50.62500,-30,9351562500,0.0000005
0.0752970,50.62500,-30,9351562500,0.0000005
0.0753060,50.62500,-30,9351562500,0.0000005
0.0753150,50.62500,-30,9351562500,0.0000005
0.0753240,50.62500,-30,9351562500,0.0000005
0.0753330,50.62500,-30,9351562500,0.0000005
0.0753420,50.62500,-30,9351562500,0.0000005
0.0753510,50.62500,-30,9351562500,0.0000005
0.0753600,50.62500,-30,9351562500,0.0000005
0.0753690,50.62500,-30,9351562500,0.0000005
0.0753780,50.62500,-30,9351562500,0.0000005
0.0753870,50.62500,-30,9351562500,0.0000005
0.0753960,50.62500,-30,9351562500,0.0000005
0.0754050,50.62500,-30,9351562500,0.0000005
0.0754140,50.62500,-30,9351562500,0.0000005
0.0754230,50.62500,-30,9351562500,0.0000005
0.0754320,50.62500,-30,9351562500,0.0000005
0.0754410,50.62500,-30,9351562500,0.0000005
0.0754500,50.62500,-30,9351562500,0.0000005
0.0754590,50.62500,-30,9351562500,0.0000005
0.0754680,50.62500,-30,9351562500,0.0000005
0.0754770,50.62500,-30,9351562500,0.0000005
0.0754860,50.62500,-30,9351562500,0.0000005
0.0754950,50.62500,-30,9351562500,0.0000005
0.0755040,50.62500,-30,9351562500,0.0000005
0.0755130,50.62500,-30,9351562500,0.0000005
0.0755220,50.62500,-30,9351562500,0.0000005
0.0755310,50.62500,-30,9351562500,0.0000005
0.0755400,50.62500,-30,9351562500,0.0000005
0.0755490,50.62500,-30,9351562500,0.0000005
0.0755580,50.62500,-30,9351562500,0.0000005
0.0755670,50.62500,-30,9351562500,0.0000005
0.0755760,50.62500,-30,9351562500,0.0000005
0.0755850,50.62500,-30,9351562500,0.0000005
